-0.000739513	0.025328757	0
-0.000436927	0.025268736	0.054999999
1.96054E-05	0.025305824	0.154999996
0.000536655	0.025357567	0.254999994
0.001019731	0.025738156	0.354999991
0.001578187	0.025579459	0.454999989
0.002076126	0.025537863	0.554999986
0.002559674	0.025424851	0.654899983
0.003060326	0.025448497	0.754799981
0.003576314	0.025467604	0.854799978
0.004045587	0.025494331	0.954799976
0.004607229	0.025480173	1.054799973
0.005073317	0.025505529	1.154799971
0.00555924	0.025471841	1.254699968
0.006076626	0.025457524	1.354599966
0.006557579	0.02545162	1.454599963
0.007035345	0.025501163	1.554599961
0.007524791	0.025571883	1.654599958
0.008013175	0.025564386	1.754599956
0.00857163	0.025569523	1.854599953
0.009034809	0.025492252	1.954499951
0.00954946	0.025520731	2.054399948
0.010077127	0.025561852	2.154399946
0.010578251	0.025652834	2.254399943
0.011071945	0.025605052	2.354399941
0.011570944	0.02557731	2.454399938
0.012055082	0.025525353	2.554399935
0.012527541	0.02551016	2.654199933
0.013078565	0.025597412	2.75419993
0.013574379	0.025564407	2.854199928
0.014025605	0.025597434	2.954199925
0.014572381	0.025555359	3.054199923
0.015042718	0.025581441	3.15419992
0.015555377	0.025513729	3.254099918
0.016037533	0.025582327	3.353999915
0.016554585	0.025551372	3.453999913
0.017029162	0.025641785	3.55399991
0.017529229	0.025629152	3.653999908
0.018083436	0.02557564	3.753999905
0.018500688	0.025511917	3.853999903
0.019018028	0.025512481	3.9538999
0.019533724	0.025556287	4.053799898
0.020063514	0.025607714	4.153799895
0.020552959	0.025551948	4.253799893
0.021046652	0.025633272	4.35379989
0.021570073	0.025570501	4.453799887
0.022076884	0.025566033	4.553699885
0.022570198	0.025610617	4.653599882
0.023008682	0.025600287	4.75359988
0.023542719	0.025666946	4.853599877
0.024071449	0.025621155	4.953599875
0.024544971	0.025637996	5.053599872
0.025040783	0.025574091	5.15359987
0.025537726	0.025624031	5.253499867
0.026026042	0.025603222	5.353399865
